frame_id,source_index,source_label,total_people,queue_pairs,queue_detected,roi_Check-in,roi_Central Walkway,roi_Security Area
1,0,File: Airport_Queue_CCTV_Video_Generation.mp4,10,3,False,4,6,0
2,0,File: Airport_Queue_CCTV_Video_Generation.mp4,13,3,False,6,7,0
3,0,File: Airport_Queue_CCTV_Video_Generation.mp4,13,3,False,6,7,0
4,0,File: Airport_Queue_CCTV_Video_Generation.mp4,13,2,False,6,7,0
5,0,File: Airport_Queue_CCTV_Video_Generation.mp4,13,2,False,6,7,0
6,0,File: Airport_Queue_CCTV_Video_Generation.mp4,13,2,False,6,7,0
7,0,File: Airport_Queue_CCTV_Video_Generation.mp4,12,2,False,6,6,0
8,0,File: Airport_Queue_CCTV_Video_Generation.mp4,12,2,False,6,6,0
9,0,File: Airport_Queue_CCTV_Video_Generation.mp4,12,2,False,6,6,0
10,0,File: Airport_Queue_CCTV_Video_Generation.mp4,12,2,False,6,6,0
11,0,File: Airport_Queue_CCTV_Video_Generation.mp4,12,2,False,5,7,0
12,0,File: Airport_Queue_CCTV_Video_Generation.mp4,15,3,False,8,7,0
13,0,File: Airport_Queue_CCTV_Video_Generation.mp4,15,3,False,8,7,0
14,0,File: Airport_Queue_CCTV_Video_Generation.mp4,15,3,False,8,7,0
15,0,File: Airport_Queue_CCTV_Video_Generation.mp4,14,4,False,8,6,0
16,0,File: Airport_Queue_CCTV_Video_Generation.mp4,14,4,False,8,6,0
17,0,File: Airport_Queue_CCTV_Video_Generation.mp4,14,4,False,8,6,0
18,0,File: Airport_Queue_CCTV_Video_Generation.mp4,14,4,False,8,6,0
19,0,File: Airport_Queue_CCTV_Video_Generation.mp4,14,4,False,8,6,0
20,0,File: Airport_Queue_CCTV_Video_Generation.mp4,14,4,False,8,6,0
21,0,File: Airport_Queue_CCTV_Video_Generation.mp4,14,4,False,8,6,0
22,0,File: Airport_Queue_CCTV_Video_Generation.mp4,14,4,False,8,6,0
23,0,File: Airport_Queue_CCTV_Video_Generation.mp4,14,4,False,8,6,0
24,0,File: Airport_Queue_CCTV_Video_Generation.mp4,14,4,False,8,6,0
